Gene symbol	Gene name	Accession DB	Accession ID
T(X;2)14RL	"reciprocal translocation, Chr X and 2, Russell 14"		21301
T(X;4)1RL	"reciprocal translocation, Chr X and 4, Russell 1"		21303
T(X;4)37H	"reciprocal translocation, Chr X and 4, Harwell 37"		21305
T(X;4)7RL	"reciprocal translocation, Chr X and 4, Russell 7"		21307
T(X;4)8RL	"reciprocal translocation, Chr X and 4, Russell 8"		21309
T(X;7)18RL	"reciprocal translocation, Chr X and 7, Russell 18"		21311
T(X;7)1NEU	"reciprocal translocation, Chr X and 7, Neuhauser-Klaus 1"		21315
T(X;7)2NEU	"reciprocal translocation, Chr X and 7, Neuhauser-Klaus 2"		21317
T(X;7)2RL	"reciprocal translocation, Chr X and 7, Russell 2"		21319
T(X;7)3NEU	"reciprocal translocation, Chr X and 7, Neuhauser-Klaus 3"		21321
T(X;7)3RL	"reciprocal translocation, Chr X and 7, Russell 3"		21323
T(X;7)5RL	"reciprocal translocation, Chr X and 7, Russell 5"		21325
T(X;7)6RL	"reciprocal translocation, Chr X and 7, Russell 6"		21327
TXK	TXK tyrosine kinase		7294
TXLNA	taxilin alpha		200081
TXLNB	taxilin beta		167838
TXLNG	taxilin gamma		55787
TXLN-RS1	"taxilin, related sequence 1"		110419
TXN	thioredoxin		7295
TXN1	thioredoxin 1		22166
TXN2	thioredoxin 2		25828
TXNDC11	thioredoxin domain containing 11		51061
TXNDC12	thioredoxin domain containing 12		51060
TXNDC15	thioredoxin domain containing 15		79770
TXNDC16	thioredoxin domain containing 16		57544
TXNDC17	thioredoxin domain containing 17		84817
TXNDC2	thioredoxin domain containing 2		84203
TXNDC5	thioredoxin domain containing 5		81567
TXNDC8	thioredoxin domain containing 8		255220
TXNDC9	thioredoxin domain containing 9		10190
TXNIP	thioredoxin interacting protein		10628
TXNL1	thioredoxin like 1		9352
TXNL4A	thioredoxin like 4A		10907
TXNL4B	thioredoxin like 4B		54957
TXN-PS1	"thioredoxin, pseudogene 1"		22167
TXNRD1	thioredoxin reductase 1		7296
TXNRD2	thioredoxin reductase 2		10587
TXNRD3	thioredoxin reductase 3		114112
TY	trembly		103919
TYK2	tyrosine kinase 2		7297
TYL	trembly-like		103957
TYMP	thymidine phosphorylase		1890
TYMS	thymidylate synthetase		7298
TYMS-PS	"thymidylate synthase, pseudogene"		22172
TYR	tyrosinase		7299
TYR-LCR	tyrosinase locus control region		107080631
TYRO3	TYRO3 protein tyrosine kinase		7301
TYRO3-RS1	"TYRO3 protein tyrosine kinase, related sequence 1"		108225
TYROBP	transmembrane immune signaling adaptor TYROBP		7305
TYRP1	tyrosinase related protein 1		7306
TYSND1	trypsin domain containing 1		219743
TYW1	tRNA-yW synthesizing protein 1 homolog		55253
TYW3	tRNA-yW synthesizing protein 3 homolog		127253
TYW5	tRNA-yW synthesizing protein 5		129450
U	umbrous		103931
U06147	cDNA sequence U06147		209192
U2AF1	U2 small nuclear RNA auxiliary factor 1		7307
U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4		199746
U2AF2	U2 small nuclear RNA auxiliary factor 2		11338
U2SURP	U2 snRNP associated SURP domain containing		23350
U90926	cDNA sequence U90926		57425
UA1	urinary albuminuria 1		100035665
UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats		55075
UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1		6675
UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1		91373
UBA1	ubiquitin like modifier activating enzyme 1		7317
UBA1Y	"ubiquitin-activating enzyme, Chr Y"		22202
UBA1Y-PS1	"ubiquitin-activating enzyme, Chr Y, pseudogene 1"		22203
UBA1Y-PS2	"ubiquitin-activating enzyme, Chr Y, pseudogene 2"		22204
UBA1Y-RS1	"ubiquitin-activating enzyme, Chr Y related sequence 1"		108267
UBA1Y-RS2	"ubiquitin-activating enzyme, Chr Y related sequence 2"		108266
UBA1Y-RS3	"ubiquitin-activating enzyme, Chr Y related sequence 3"		108265
UBA1Y-RS4	"ubiquitin-activating enzyme, Chr Y related sequence 4"		108264
UBA2	ubiquitin like modifier activating enzyme 2		10054
UBA3	ubiquitin like modifier activating enzyme 3		9039
UBA5	ubiquitin like modifier activating enzyme 5		79876
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1		7311
UBA52-PS	"ubitquitin A-52 residue ribosomal protein fusion product 1, pseudogene"		665964
UBA6	ubiquitin like modifier activating enzyme 6		55236
UBA7	ubiquitin like modifier activating enzyme 7		7318
UBAC1	UBA domain containing 1		10422
UBAC2	UBA domain containing 2		337867
UBALD1	UBA like domain containing 1		124402
UBALD2	UBA like domain containing 2		283991
UBAP1	ubiquitin associated protein 1		51271
UBAP1L	ubiquitin associated protein 1 like		390595
UBAP2	ubiquitin associated protein 2		55833
UBAP2L	ubiquitin associated protein 2 like		9898
UBASH3A	ubiquitin associated and SH3 domain containing A		53347
UBASH3B	ubiquitin associated and SH3 domain containing B		84959
UBB	ubiquitin B		7314
UBB1	ubiquitin 1		109618
UBB3	ubiquitin 3		103959
UBB-PS	"ubiquitin B, pseudogene"		218963
UBC	ubiquitin C		7316
UBC-RS1	"ubiquitin C, related sequence 1"		110986
UBD	ubiquitin D		10537
UBE2A	ubiquitin conjugating enzyme E2 A		7319
UBE2B	ubiquitin conjugating enzyme E2 B		7320
UBE2C	ubiquitin conjugating enzyme E2 C		11065
UBE2CBP	ubiquitin-conjugating enzyme E2C binding protein		70348
UBE2D1	ubiquitin conjugating enzyme E2 D1		7321
UBE2D2	ubiquitin conjugating enzyme E2 D2		7322
UBE2D2A	ubiquitin-conjugating enzyme E2D 2A		56550
UBE2D2B	ubiquitin-conjugating enzyme E2D 2B		73318
UBE2D3	ubiquitin conjugating enzyme E2 D3		7323
UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)		51619
UBE2DNL1	ubiquitin-conjugating enzyme E2D N-terminal like 1		237009
UBE2DNL2	ubiquitin-conjugating enzyme E2D N-terminal like 2		75097
UBE2D-PS	"ubiquitin-conjugating enzyme E2D, pseudogene"		76508
UBE2E1	ubiquitin conjugating enzyme E2 E1		7324
UBE2E2	ubiquitin conjugating enzyme E2 E2		7325
UBE2E3	ubiquitin conjugating enzyme E2 E3		10477
UBE2F	ubiquitin conjugating enzyme E2 F (putative)		140739
UBE2G1	ubiquitin conjugating enzyme E2 G1		7326
UBE2G2	ubiquitin conjugating enzyme E2 G2		7327
UBE2H	ubiquitin conjugating enzyme E2 H		7328
UBE2I	ubiquitin conjugating enzyme E2 I		7329
UBE2I-PS1	"ubiquitin-conjugating enzyme E2I, pseudogene 1"		108232
UBE2I-PS2	"ubiquitin-conjugating enzyme E2I, pseudogene 2"		108231
UBE2I-PS3	"ubiquitin-conjugating enzyme E2I, pseudogene 3"		108233
UBE2J1	ubiquitin conjugating enzyme E2 J1		51465
UBE2J2	ubiquitin conjugating enzyme E2 J2		118424
UBE2K	ubiquitin conjugating enzyme E2 K		3093
UBE2L3	ubiquitin conjugating enzyme E2 L3		7332
UBE2L3-PS1	"ubiquitin-conjugating enzyme E2L 3, pseudogene 1"		26463
UBE2L6	ubiquitin conjugating enzyme E2 L6		9246
UBE2M	ubiquitin conjugating enzyme E2 M		9040
UBE2N	ubiquitin conjugating enzyme E2 N		7334
UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)		389898
UBE2N-PS1	"ubiquitin-conjugating enzyme E2N, pseudogene 1"		12067
UBE2O	ubiquitin conjugating enzyme E2 O		63893
UBE2Q1	ubiquitin conjugating enzyme E2 Q1		55585
UBE2Q2	ubiquitin conjugating enzyme E2 Q2		92912
UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1		134111
UBE2R2	ubiquitin conjugating enzyme E2 R2		54926
UBE2S	ubiquitin conjugating enzyme E2 S		27338
UBE2T	ubiquitin conjugating enzyme E2 T		29089
UBE2U	ubiquitin conjugating enzyme E2 U		148581
UBE2UOS	"ubiquitin-conjugating enzyme E2U (putative), opposite strand"		105244635
UBE2V1	ubiquitin conjugating enzyme E2 V1		7335
UBE2V2	ubiquitin conjugating enzyme E2 V2		7336
UBE2W	ubiquitin conjugating enzyme E2 W		55284
UBE2Z	ubiquitin conjugating enzyme E2 Z		65264
UBE3A	ubiquitin protein ligase E3A		7337
UBE3B	ubiquitin protein ligase E3B		89910
UBE3C	ubiquitin protein ligase E3C		9690
UBE4A	ubiquitination factor E4A		9354
UBE4B	ubiquitination factor E4B		10277
UBE4BOS1	"ubiquitination factor E4B, opposite strand 1"		77822
UBE4BOS3	"ubiquitination factor E4B, opposite strand 3"		74310
UBFD1	ubiquitin family domain containing 1		56061
UBG	"ubiquitin, beta-galactosidase related"		107729
UBIAD1	UbiA prenyltransferase domain containing 1		29914
UBL1-PS1	"ubiquitin-like 1, pseudogene 1"		108173
UBL1-PS2	"ubiquitin-like 1, pseudogene 2"		108172
UBL3	ubiquitin like 3		5412
UBL4A	ubiquitin like 4A		8266
UBL4B	ubiquitin like 4B		164153
UBL5	ubiquitin like 5		59286
UBL7	ubiquitin like 7		84993
UBLCP1	ubiquitin like domain containing CTD phosphatase 1		134510
UBN1	ubinuclein 1		29855
UBN2	ubinuclein 2		254048
UBOX5	U-box domain containing 5		22888
UBP1	upstream binding protein 1		7342
UBQLN1	ubiquilin 1		29979
UBQLN2	ubiquilin 2		29978
UBQLN3	ubiquilin 3		50613
UBQLN4	ubiquilin 4		56893
UBQLN5	ubiquilin 5		70980
UBQLNL	ubiquilin like		143630
UBR1	ubiquitin protein ligase E3 component n-recognin 1		197131
UBR2	ubiquitin protein ligase E3 component n-recognin 2		23304
UBR3	ubiquitin protein ligase E3 component n-recognin 3		130507
UBR4	ubiquitin protein ligase E3 component n-recognin 4		23352
UBR5	ubiquitin protein ligase E3 component n-recognin 5		51366
UBR7	ubiquitin protein ligase E3 component n-recognin 7		55148
UBTD1	ubiquitin domain containing 1		80019
UBTD2	ubiquitin domain containing 2		92181
UBTF	upstream binding transcription factor		7343
UBTFL1	upstream binding transcription factor like 1		642623
UBXD2	UBX domain-containing protein 2		100301723
UBXN1	UBX domain protein 1		51035
UBXN10	UBX domain protein 10		127733
UBXN11	UBX domain protein 11		91544
UBXN2A	UBX domain protein 2A		165324
UBXN2B	UBX domain protein 2B		137886
UBXN4	UBX domain protein 4		23190
UBXN6	UBX domain protein 6		80700
UBXN7	UBX domain protein 7		26043
UBXN8	UBX domain protein 8		7993
UCHL1	ubiquitin C-terminal hydrolase L1		7345
UCHL1OS	"ubiquitin carboxy-terminal hydrolase L1, opposite strand"		101202684
UCHL3	ubiquitin C-terminal hydrolase L3		7347
UCHL4	ubiquitin carboxyl-terminal esterase L4		93841
UCHL5	ubiquitin C-terminal hydrolase L5		51377
UCK1	uridine-cytidine kinase 1		83549
UCK2	uridine-cytidine kinase 2		7371
UCKL1	uridine-cytidine kinase 1 like 1		54963
UCKL1OS	"uridine-cytidine kinase 1-like 1, opposite strand"		100271841
UCMA	upper zone of growth plate and cartilage matrix associated		221044
UCN	urocortin		7349
UCN2	urocortin 2		90226
UCN3	urocortin 3		114131
UCP1	uncoupling protein 1		7350
UCP2	uncoupling protein 2		7351
UCP3	uncoupling protein 3		7352
UEVLD	UEV and lactate/malate dehyrogenase domains		55293
UFC1	ubiquitin-fold modifier conjugating enzyme 1		51506
UFD1	ubiquitin recognition factor in ER associated degradation 1		7353
UFD1L	ubiquitin recognition factor in ER associated degradation 1		436724
UFL1	UFM1 specific ligase 1		23376
UFM1	ubiquitin fold modifier 1		51569
UFSP1	UFM1 specific peptidase 1 (inactive)		402682
UFSP2	UFM1 specific peptidase 2		55325
UGCG	UDP-glucose ceramide glucosyltransferase		7357
UGDH	UDP-glucose 6-dehydrogenase		7358
UGGT1	UDP-glucose glycoprotein glucosyltransferase 1		56886
UGGT2	UDP-glucose glycoprotein glucosyltransferase 2		55757
UGP2	UDP-glucose pyrophosphorylase 2		7360
UGT1A	UDP glucuronosyltransferase family 1 member A complex locus		7361
UGT1A@	"UDP glycosyltransferase 1 family, polypeptide A cluster"		394431
UGT1A1	UDP glucuronosyltransferase family 1 member A1		54658
UGT1A10	UDP glucuronosyltransferase family 1 member A10		54575
UGT1A11-PS	"UDP glucuronosyltransferase 1 family, polypeptide A11, pseudogene"		613119
UGT1A1-RS1	"UDP glucuronosyltransferase 1 family, polypeptide A1, related sequence 1"		111282
UGT1A2	"UDP glucuronosyltransferase 1 family, polypeptide A2"		22236
UGT1A3-PS	"UDP glucuronosyltransferase 1 family, polypeptide A3, pseudogene"		613118
UGT1A4-PS	"UDP glucuronosyltransferase 1 family, polypeptide A4, pseudogene"		613122
UGT1A5	UDP glucuronosyltransferase family 1 member A5		54579
UGT1A6	UDP glucuronosyltransferase family 1 member A6		54578
UGT1A6A	"UDP glucuronosyltransferase 1 family, polypeptide A6A"		94284
UGT1A6B	"UDP glucuronosyltransferase 1 family, polypeptide A6B"		394435
UGT1A7	UDP glucuronosyltransferase family 1 member A7		54577
UGT1A7A-PS	"UDP glucuronosyltransferase 1 family, polypeptide A7A, pseudogene"		613124
UGT1A7B-PS	"UDP glucuronosyltransferase 1 family, polypeptide A7B, pseudogene"		613120
UGT1A7C	"UDP glucuronosyltransferase 1 family, polypeptide A7C"		394432
UGT1A8	UDP glucuronosyltransferase family 1 member A8		54576
UGT1A9	UDP glucuronosyltransferase family 1 member A9		54600
UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus		10941
UGT2A2	UDP glucuronosyltransferase family 2 member A2		574537
UGT2A3	UDP glucuronosyltransferase family 2 member A3		79799
UGT2B1	"UDP glucuronosyltransferase 2 family, polypeptide B1"		71773
UGT2B17	UDP glucuronosyltransferase family 2 member B17		7367
UGT2B28	UDP glucuronosyltransferase family 2 member B28		54490
UGT2B34	"UDP glucuronosyltransferase 2 family, polypeptide B34"		100727
UGT2B35	"UDP glucuronosyltransferase 2 family, polypeptide B35"		243085
UGT2B36	"UDP glucuronosyltransferase 2 family, polypeptide B36"		231396
UGT2B37	"UDP glucuronosyltransferase 2 family, polypeptide B37"		112417
UGT2B38	"UDP glucuronosyltransferase 2 family, polypeptide B38"		100559
UGT2B5	"UDP glucuronosyltransferase 2 family, polypeptide B5"		22238
UGT2B7	UDP glucuronosyltransferase family 2 member B7		7364
UGT3A1	UDP glycosyltransferase family 3 member A1		133688
UGT3A2	UDP glycosyltransferase family 3 member A2		167127
UGT8	UDP glycosyltransferase 8		7368
UGT8A	UDP galactosyltransferase 8A		22239
UHMK1	U2AF homology motif kinase 1		127933
UHRF1	ubiquitin like with PHD and ring finger domains 1		29128
UHRF1BP1	UHRF1 binding protein 1		54887
UHRF1BP1L	UHRF1 binding protein 1 like		23074
UHRF2	ubiquitin like with PHD and ring finger domains 2		115426
UIMC1	ubiquitin interaction motif containing 1		51720
ULBP1	UL16 binding protein 1		80329
ULK1	unc-51 like autophagy activating kinase 1		8408
ULK2	unc-51 like autophagy activating kinase 2		9706
ULK3	unc-51 like kinase 3		25989
ULK4	unc-51 like kinase 4		54986
UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1		729852
UMOD	uromodulin		7369
UMODL1	uromodulin like 1		89766
UMPK-PS	"uridine monophosphate kinase, pseudogene"		384845
UMPS	uridine monophosphate synthetase		7372
UNC119	unc-119 lipid binding chaperone		9094
UNC119B	unc-119 lipid binding chaperone B		84747
UNC13A	unc-13 homolog A		23025
UNC13B	unc-13 homolog B		10497
UNC13C	unc-13 homolog C		440279
UNC13D	unc-13 homolog D		201294
UNC45A	unc-45 myosin chaperone A		55898
UNC45B	unc-45 myosin chaperone B		146862
UNC45BOS	"unc-45 myosin chaperone B, opposite strand"		100038761
UNC50	unc-50 inner nuclear membrane RNA binding protein		25972
UNC5A	unc-5 netrin receptor A		90249
UNC5B	unc-5 netrin receptor B		219699
UNC5C	unc-5 netrin receptor C		8633
UNC5CL	unc-5 family C-terminal like		222643
UNC5D	unc-5 netrin receptor D		137970
UNC79	"unc-79 homolog, NALCN channel complex subunit"		57578
UNC80	"unc-80 homolog, NALCN channel complex subunit"		285175
UNC93A	unc-93 homolog A		54346
UNC93A2	unc-93 homolog A2		667055
UNC93B1	"unc-93 homolog B1, TLR signaling regulator"		81622
UNCV	uncovered		109602
UNCX	UNC homeobox		340260
UNG	uracil DNA glycosylase		7374
UNK	unk zinc finger		85451
UNKL	unk like zinc finger		64718
UNS	unsteady		22261
UOX	urate oxidase (pseudogene)		391051
UP	umbrous-patterned		104073
UPB1	beta-ureidopropionase 1		51733
UPF1	UPF1 RNA helicase and ATPase		5976
UPF2	UPF2 regulator of nonsense mediated mRNA decay		26019
UPF3A	UPF3A regulator of nonsense mediated mRNA decay		65110
UPF3B	UPF3B regulator of nonsense mediated mRNA decay		65109
UPG2	urinary pepsinogen 2		109786
UPK1A	uroplakin 1A		11045
UPK1B	uroplakin 1B		7348
UPK2	uroplakin 2		7379
UPK3A	uroplakin 3A		7380
UPK3B	uroplakin 3B		105375355
UPK3BL	uroplakin 3B-like		69665
UPP1	uridine phosphorylase 1		7378
UPP2	uridine phosphorylase 2		151531
UPRT	uracil phosphoribosyltransferase homolog		139596
UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1		55245
UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2		84300
UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3		790955
UQCR	"ubiquinol-cytochrome c reductase, 6.4kDa subunit"		708396
UQCR10	"ubiquinol-cytochrome c reductase, complex III subunit X"		29796
UQCR11	"ubiquinol-cytochrome c reductase, complex III subunit XI"		10975
UQCRB	ubiquinol-cytochrome c reductase binding protein		7381
UQCRC1	ubiquinol-cytochrome c reductase core protein 1		7384
UQCRC2	ubiquinol-cytochrome c reductase core protein 2		7385
UQCRFS1	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"		7386
UQCRH	ubiquinol-cytochrome c reductase hinge protein		7388
UQCRH-PS1	"ubiquinol-cytochrome c reductase hinge protein, pseudogene 1"		100042918
UQCRH-PS2	"ubiquinol-cytochrome c reductase hinge protein, pseudogene 2"		102636129
UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII		27089
UR	urogenital		22274
URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase		646625
URAH	urate (5-hydroxyiso-) hydrolase		76974
URB1	URB1 ribosome biogenesis homolog		9875
URB2	URB2 ribosome biogenesis homolog		9816
URGCP	upregulator of cell proliferation		55665
URI1	URI1 prefoldin like chaperone		8725
URM1	ubiquitin related modifier 1		81605
URML	up-regulated in Myc liver		101056219
UROC1	urocanate hydratase 1		131669
UROD	uroporphyrinogen decarboxylase		7389
UROS	uroporphyrinogen III synthase		7390
US	urogenital syndrome		22277
USB1	U6 snRNA biogenesis phosphodiesterase 1		79650
USE1	unconventional SNARE in the ER 1		55850
USF1	upstream transcription factor 1		7391
USF1-RS1	"upstream transcription factor 1, related sequence 1"		108033
